398,7,138.35981442000002
398,415,272.0364998
398,21,135.8416576
398,414,334.74999262999995
398,38,37.51302378
398,310,37.51303421
398,54,59.94405949
398,554,68.56490583
398,20,78.72848923999999
398,16,42.90479607
398,46,74.40470951
398,57,609.737191
398,66,590.95016399
398,287,47.28151179
398,18,109.536386
398,27,213.56427967
398,28,54.15170523
398,557,316.539441
398,522,33.1365584
798,652,41.03883139
798,146,18.86820942
798,466,20.8360511
795,444,117.6060799
793,365,6.425291283
801,549,24.57262771
185,53,23.69567893
391,652,369.498788
391,225,163.6252773
53,429,33.40290723
53,404,36.51860962
53,719,26.48766344
53,206,33.40290723
53,247,22.59865763
66,618,124.0734933
66,363,1036.849312
61,314,739.5419562
64,497,628.6619872
416,498,46.8902549
416,427,132.3653021
416,428,79.84097932
416,18,44.43197048
416,516,49.5476725
416,167,569.0626426
429,417,560.7663486
429,250,218.6677465
72,743,1003.399299
72,526,40.55487656
751,757,183.3757
751,756,24.24603582
751,548,24.64912116
754,748,28.69310685
754,148,27.12015195
754,667,26.43981766
754,299,203.5810437
754,50,28.95014103
754,756,921.9857404
754,737,131.7687683
752,729,33.90647184
752,743,36.79609847
753,160,28.82318855
753,615,195.3237606
738,551,937.9317272
738,13,260.2167034
738,125,317.7470073
738,691,735.4622891
738,751,526.317489
738,734,317.7470073
91,507,481.4612587
91,753,179.809502
97,523,90.75768269
100,618,456.6331879
100,151,733.3979400999999
84,548,986.6268852
99,514,556.7036815
507,549,196.8702215
507,225,28.84590669
113,727,248.150533
113,493,121.3266634
118,537,665.2672971
107,143,50.38150602
115,343,351.7307604
365,113,1069.637
104,402,665.2010619
831,26,124.3396
124,665,454.6586497
140,153,95.75828154
128,209,97.4910666
130,340,794.4462181
139,554,34.13668861
139,536,382.4951714
123,398,531.4857097
155,2,61.18949972
155,593,99.56601107
148,594,162.5186806
154,143,306.6429679
154,109,107.3601173
154,46,174.627617
154,18,166.176
154,738,71.84927321
154,287,57.36780344
154,148,765.5784277
143,154,853.0425431
143,287,137.5302163
150,506,365.351538
150,144,147.38627034
150,154,444.842003
150,497,265.1956063
150,652,55.92938417
150,291,41.92202262
150,143,484.29550853999996
150,505,354.7337692
150,591,70.76084683
150,167,34.90015585
150,537,47.14512992
150,305,39.36585617
150,579,82.97435138
150,146,86.73915626
291,150,41.92202262
291,581,102.3909046
291,537,562.5992374
146,160,98.15857108
167,150,34.90015585
163,323,36.17100536
166,757,167.4111127
169,597,263.6812722
162,500,700.8167
838,525,31.03183418
840,4,33.18461
180,639,253.4512241
180,643,29.20662084
180,848,58.57160418
848,180,41.61221632
660,184,636.8089131
641,795,91.71292943
174,361,197.6022505
174,371,359.5796
181,360,1315.6777848000002
360,181,669.3231842
208,226,119.4700968
208,549,315.5970241
208,33,78.02269353
224,1,68.27318946
224,496,60.56318622
202,301,124.9742916
202,771,158.6927911
202,494,245.4896524
220,442,37.84921681
220,500,623.8671867
220,287,83.68803468
220,441,379.6040428
220,504,623.8671867
220,291,623.8487243
220,564,60.1037154
214,21,142.5613459
205,583,403.4077528
201,291,46.16723022
201,100,131.531782
201,338,38.4098897
201,497,634.2290193
201,307,681.6691069
201,83,131.531782
201,13,381.3645968
201,675,569.7577468
226,213,165.3216278
219,442,137.55056667
219,511,79.39973835
219,753,891.0668502
442,219,59.62097789
209,35,42.47140945
209,47,55.35929
209,348,42.47140945
209,498,384.5633776
211,497,823.6676104
211,503,823.6676104
233,19,470.6369717
233,498,162.1093186
225,47,680.2439556
193,290,473.9029393
191,498,139.7113561
229,730,167.0565279
229,360,235.0724
223,673,581.9319
223,548,241.6330966
223,398,53.60732515
223,538,607.0416804
206,31,122.1118
206,241,1245.374524
206,125,209.6557997
206,288,139.9160071
206,370,127.3715875
206,120,115.0296285
206,482,132.752491
206,483,120.9004636
206,640,123.9674127
221,225,85.00253486
221,671,124.8818753
195,133,113.6569437
195,22,82.75611953
195,231,263.8999004
194,807,73.27461234
367,196,111.5108199
198,115,150.0592715
198,225,114.7798123
198,233,117.9243661
368,778,199.9635604
368,232,11.66938523
230,43,566.2228749
230,752,115.2214497
43,144,573.4361457
200,501,290.0650872
200,307,208.4113087
199,487,506.5617804
207,374,20.11833306
196,50,216.9373918
217,104,61.5336827
306,537,503.8965189
306,666,294.47216679999997
271,590,861.0783817
190,17,36.34737867
215,618,1245.374524
231,179,216.6840292
515,201,129.8648462
441,220,171.2826888
482,431,132.752491
424,216,188.3228597
424,523,72.72549671
247,666,21.66545
247,223,193.3024927
247,594,407.3718
247,18,429.9648151
247,410,83.19360543
247,53,45.335929300000004
247,346,80.46931639
240,249,48.14707507
240,650,16.20588938
240,429,56.06125996
240,241,39.19287285
240,661,45.22952537
240,174,14.86199343
240,248,44.67150189
240,245,1190.623594
548,244,411.146837
246,396,55.16148386
242,41,150.9491175
248,20,404.5725531
235,471,839.112416
245,382,539.9023744
261,182,132.7104551
261,545,113.236
264,494,129.6907
263,312,252.8596971
250,447,221.575001
276,6,113.38916552
278,369,152.8295705
274,682,112.6256569
274,725,216.2247639
283,374,203.3569915
504,554,12.08229632
504,396,805.0759377
516,285,26.94955727
266,666,89.58396418
277,363,250.0034488
277,288,330.8782601
277,287,302.0379025
277,374,81.36823717
284,287,485.4894001
425,697,121.7290812
282,298,40.47517531
282,288,27.75996283
